Rank,Name,Symbol,Price,Market Cap,Volume(24 Hour),Ciruculating Supply,Main Link,Historical Link,GitHub Link,Tags
84,Conflux,CFX,0.1201,380666189.73,21749460.65,3169770493,https://coinmarketcap.com/currencies/conflux-network/,https://coinmarketcap.com/currencies/conflux-network/historical-data/,https://github.com/Conflux-Chain,"['Mineable', 'PoW', 'Platform']"
85,Mina,MINA,0.3943,377292111.77,5883656.38,956977200,https://coinmarketcap.com/currencies/mina/,https://coinmarketcap.com/currencies/mina/historical-data/,https://github.com/MinaProtocol/mina,"['PoS', 'Zero Knowledge Proofs', 'Staking']"
86,GateToken,GT,3.8843,373051493.71,709656.50,96041900,https://coinmarketcap.com/currencies/gatetoken/,https://coinmarketcap.com/currencies/gatetoken/historical-data/,https://github.com/gatechain,"['Marketplace', 'Centralized Exchange (CEX) Token', 'Discount Token']"
87,Terra Classic,LUNC,6.311e-05,367008700.46,13407651.68,5815651920177,https://coinmarketcap.com/currencies/terra-luna/,https://coinmarketcap.com/currencies/terra-luna/historical-data/,https://github.com/terra-money/core,"['Cosmos Ecosystem', 'Store Of Value', 'DeFi']"
88,Trust Wallet Token,TWT,0.8451,352099983.62,6300668.69,416649900,https://coinmarketcap.com/currencies/trust-wallet-token/,https://coinmarketcap.com/currencies/trust-wallet-token/historical-data/,https://github.com/trustwallet,"['Wallet', 'Polygon Ecosystem', 'BNB Chain']"
89,Pepe,PEPE,8.8e-07,345799872.92,275837423.37,391790000000000,https://coinmarketcap.com/currencies/pepe/,https://coinmarketcap.com/currencies/pepe/historical-data/,No GitHub Link,['Memes']
90,dYdX,DYDX,2.1674,338669192.01,55680344.64,156256174,https://coinmarketcap.com/currencies/dydx/,https://coinmarketcap.com/currencies/dydx/historical-data/,https://github.com/dydxfoundation/,"['DeFi', 'Derivatives', 'Zero Knowledge Proofs']"
91,Compound,COMP,42.66,333203473.32,27745870.48,7811579,https://coinmarketcap.com/currencies/compound/,https://coinmarketcap.com/currencies/compound/historical-data/,https://github.com/compound-finance/compound-protocol,"['DeFi', 'DAO', 'Yield Farming']"
92,Nexo,NEXO,0.5921,331597132.01,2646081.13,560000011,https://coinmarketcap.com/currencies/nexo/,https://coinmarketcap.com/currencies/nexo/historical-data/,https://github.com/nexofinance/NEXO-Token/,"['Services', 'Payments', 'Cardano Ecosystem']"
93,GMX,GMX,36.72,329307564.16,10808744.78,8968871,https://coinmarketcap.com/currencies/gmx/,https://coinmarketcap.com/currencies/gmx/historical-data/,No GitHub Link,"['Derivatives', 'DEX', 'Avalanche Ecosystem']"
94,Bone ShibaSwap,BONE,1.4097,324120084.27,12467088.15,229923351,https://coinmarketcap.com/currencies/bone-shibaswap/,https://coinmarketcap.com/currencies/bone-shibaswap/historical-data/,No GitHub Link,"['Memes', 'Doggone Doggerel']"
95,APENFT,NFT,3.2e-07,319183570.45,20801039.33,990105683025577,https://coinmarketcap.com/currencies/apenft/,https://coinmarketcap.com/currencies/apenft/historical-data/,No GitHub Link,"['Art', 'Collectibles & NFTs', 'TRON Ecosystem']"
96,WOO Network,WOO,0.1828,317281942.53,8364316.00,1735838573,https://coinmarketcap.com/currencies/wootrade/,https://coinmarketcap.com/currencies/wootrade/historical-data/,No GitHub Link,"['Centralized Exchange (CEX) Token', 'Three Arrows Capital Portfolio', 'Exnetwork Capital Portfolio']"
97,Gemini Dollar,GUSD,0.9977,310553103.67,665745.36,311274154,https://coinmarketcap.com/currencies/gemini-dollar/,https://coinmarketcap.com/currencies/gemini-dollar/historical-data/,https://github.com/gemini/dollar,"['Store Of Value', 'Stablecoin', 'Asset-Backed Stablecoin']"
98,Flare,FLR,0.0136,310309647.18,4926724.29,22817003626,https://coinmarketcap.com/currencies/flare/,https://coinmarketcap.com/currencies/flare/historical-data/,https://github.com/flare-foundation/,['DWF Labs Portfolio']
99,Astar,ASTR,0.06444,304464153.09,16871189.08,4724937882,https://coinmarketcap.com/currencies/astar/,https://coinmarketcap.com/currencies/astar/historical-data/,https://github.com/AstarNetwork/Astar,"['Polkadot', 'Polkadot Ecosystem', 'OKEx Blockdream Ventures Portfolio']"
100,Dash,DASH,25.56,292018552.81,42382421.01,11422898,https://coinmarketcap.com/currencies/dash/,https://coinmarketcap.com/currencies/dash/historical-data/,https://github.com/dashpay/dash,"['Mineable', 'Hybrid - PoW & PoS', 'X11']"
101,Akash Network,AKT,1.3118,285205564.35,3635942.35,217416538,https://coinmarketcap.com/currencies/akash-network/,https://coinmarketcap.com/currencies/akash-network/historical-data/,No GitHub Link,"['Cosmos Ecosystem', 'AI & Big Data', 'Distributed Computing']"
102,PancakeSwap,CAKE,1.2778,283057029.83,13555466.11,221512943,https://coinmarketcap.com/currencies/pancakeswap/,https://coinmarketcap.com/currencies/pancakeswap/historical-data/,https://github.com/pancakeswap,"['Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi']"
103,MX TOKEN,MX,2.7642,278385921.23,2773749.15,100709834,https://coinmarketcap.com/currencies/mx-token/,https://coinmarketcap.com/currencies/mx-token/historical-data/,No GitHub Link,"['Marketplace', 'Centralized Exchange (CEX) Token', 'Discount Token']"
104,Arweave,AR,4.1741,273215225.34,22890703.54,65454185,https://coinmarketcap.com/currencies/arweave/,https://coinmarketcap.com/currencies/arweave/historical-data/,https://github.com/ArweaveTeam/arweave,"['Distributed Computing', 'Filesharing', 'Storage']"
105,Zilliqa,ZIL,0.01678,266192636.38,9289423.68,15867699447,https://coinmarketcap.com/currencies/zilliqa/,https://coinmarketcap.com/currencies/zilliqa/historical-data/,https://github.com/Zilliqa/Zilliqa,"['Mineable', 'Platform', 'Payments']"
106,Oasis Network,ROSE,0.04016,262758293.88,8488734.89,6542267493,https://coinmarketcap.com/currencies/oasis-network/,https://coinmarketcap.com/currencies/oasis-network/historical-data/,https://github.com/oasisprotocol/oasis-core,"['Cosmos Ecosystem', 'AI & Big Data', 'Collectibles & NFTs']"
107,Gnosis,GNO,100.37,259916757.02,9010761.33,2589588,https://coinmarketcap.com/currencies/gnosis-gno/,https://coinmarketcap.com/currencies/gnosis-gno/historical-data/,No GitHub Link,"['Services', 'Decentralized Exchange (DEX) Token', 'DeFi']"
108,Basic Attention Token,BAT,0.1741,259390286.81,11652074.40,1489950992,https://coinmarketcap.com/currencies/basic-attention-token/,https://coinmarketcap.com/currencies/basic-attention-token/historical-data/,https://github.com/brave-intl/bat-ledger,"['Marketing', 'Content Creation', 'DeFi']"
109,SafePal,SFP,0.5169,258458487.51,18332639.01,500000000,https://coinmarketcap.com/currencies/safepal/,https://coinmarketcap.com/currencies/safepal/historical-data/,https://github.com/SafePalWallet,"['Wallet', 'Binance Launchpad', 'Injective Ecosystem']"
110,1inch Network,1INCH,0.2466,254142214.04,14697983.67,1030493101,https://coinmarketcap.com/currencies/1inch/,https://coinmarketcap.com/currencies/1inch/historical-data/,https://github.com/1inch,"['Decentralized Exchange (DEX) Token', 'DeFi', 'Wallet']"
111,Sei,SEI,0.1392,250514511.16,76796276.75,1800000000,https://coinmarketcap.com/currencies/sei/,https://coinmarketcap.com/currencies/sei/historical-data/,https://github.com/sei-protocol,"['Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Layer 1']"
112,Chia,XCH,30.15,249594139.73,2493014.38,8278012,https://coinmarketcap.com/currencies/chia-network/,https://coinmarketcap.com/currencies/chia-network/historical-data/,https://github.com/Chia-Network/chia-blockchain,[]
113,Loopring,LRC,0.1826,243120792.45,7950107.13,1331547705,https://coinmarketcap.com/currencies/loopring/,https://coinmarketcap.com/currencies/loopring/historical-data/,https://github.com/loopring,"['Marketplace', 'Decentralized Exchange (DEX) Token', 'DeFi']"
114,Enjin Coin,ENJ,0.2399,239879871.02,9047904.29,1000000000,https://coinmarketcap.com/currencies/enjin-coin/,https://coinmarketcap.com/currencies/enjin-coin/historical-data/,https://github.com/enjin/,"['Media', 'Collectibles & NFTs', 'Gaming']"
115,Helium,HNT,1.6214,233371411.7,1847724.85,143934821,https://coinmarketcap.com/currencies/helium/,https://coinmarketcap.com/currencies/helium/historical-data/,https://github.com/helium/,"['Mineable', 'Enterprise Solutions', 'Distributed Computing']"
116,Qtum,QTUM,2.1995,230408357.9,21824327.41,104755842,https://coinmarketcap.com/currencies/qtum/,https://coinmarketcap.com/currencies/qtum/historical-data/,https://github.com/qtumproject/qtum/,"['Platform', 'Smart Contracts', 'Kenetic Capital Portfolio']"
117,Ethereum Name Service,ENS,7.7697,230123909.42,7249456.61,29618123,https://coinmarketcap.com/currencies/ethereum-name-service/,https://coinmarketcap.com/currencies/ethereum-name-service/historical-data/,https://github.com/ensdomains,"['DAO', 'Governance', 'Web3']"
118,NEM,XEM,0.0252,226756776.59,3637894.71,8999999999,https://coinmarketcap.com/currencies/nem/,https://coinmarketcap.com/currencies/nem/historical-data/,https://github.com/NemProject,"['PoI', 'Medium of Exchange', 'Payments']"
119,Bitcoin Gold,BTG,12.71,222687909.02,1816441.53,17513924,https://coinmarketcap.com/currencies/bitcoin-gold/,https://coinmarketcap.com/currencies/bitcoin-gold/historical-data/,https://github.com/BTCGPU/BTCGPU,"['Mineable', 'Medium of Exchange', 'Payments']"
120,SingularityNET,AGIX,0.1816,223803293.06,25677761.30,1232484306,https://coinmarketcap.com/currencies/singularitynet/,https://coinmarketcap.com/currencies/singularitynet/historical-data/,https://github.com/singnet/,"['Marketplace', 'AI & Big Data', 'Payments']"
121,Convex Finance,CVX,2.7635,220872673.57,4799292.50,79924699,https://coinmarketcap.com/currencies/convex-finance/,https://coinmarketcap.com/currencies/convex-finance/historical-data/,https://github.com/convex-eth/platform,"['DeFi', 'Yield Aggregator']"
122,Mask Network,MASK,2.6777,219868739.56,42448920.27,82112500,https://coinmarketcap.com/currencies/mask-network/,https://coinmarketcap.com/currencies/mask-network/historical-data/,https://github.com/DimensionDev/Maskbook,"['Communications & Social Media', 'Collectibles & NFTs', 'Content Creation']"
123,Celo,CELO,0.4277,217466370.64,5014092.56,508448178,https://coinmarketcap.com/currencies/celo/,https://coinmarketcap.com/currencies/celo/historical-data/,https://github.com/celo-org/celo-monorepo/,"['PoS', 'Zero Knowledge Proofs', 'Mobile']"
124,Theta Fuel,TFUEL,0.03337,208826970.64,1666662.11,6257139017,https://coinmarketcap.com/currencies/theta-fuel/,https://coinmarketcap.com/currencies/theta-fuel/historical-data/,https://github.com/thetatoken/theta-protocol-ledger,"['Media', 'Content Creation', 'DeFi']"
125,Decred,DCR,13.27,204933768.36,3536271.70,15438317,https://coinmarketcap.com/currencies/decred/,https://coinmarketcap.com/currencies/decred/historical-data/,https://github.com/decred/,"['Mineable', 'Hybrid - PoW & PoS', 'BLAKE256']"
126,Ankr,ANKR,0.01994,199419911.21,7104786.37,10000000000,https://coinmarketcap.com/currencies/ankr/,https://coinmarketcap.com/currencies/ankr/historical-data/,https://github.com/Ankr-network,"['Platform', 'Cosmos Ecosystem', 'Enterprise Solutions']"
127,Ravencoin,RVN,0.01533,197729455.63,4640807.83,12899485605,https://coinmarketcap.com/currencies/ravencoin/,https://coinmarketcap.com/currencies/ravencoin/historical-data/,https://github.com/RavenProject/Ravencoin,"['Mineable', 'PoW', 'Platform']"
128,Osmosis,OSMO,0.398,196035048.71,4523572.86,492590761,https://coinmarketcap.com/currencies/osmosis/,https://coinmarketcap.com/currencies/osmosis/historical-data/,https://github.com/osmosis-labs/osmosis,"['Cosmos Ecosystem', 'Injective Ecosystem']"
129,Ocean Protocol,OCEAN,0.3191,195666273.8,21516327.25,613099141,https://coinmarketcap.com/currencies/ocean-protocol/,https://coinmarketcap.com/currencies/ocean-protocol/historical-data/,https://github.com/oceanprotocol,"['Platform', 'AI & Big Data', 'DeFi']"
130,yearn.finance,YFI,5743.31,189768242.79,32477076.44,33042,https://coinmarketcap.com/currencies/yearn-finance/,https://coinmarketcap.com/currencies/yearn-finance/historical-data/,https://github.com/yearn/iearn-finance,"['DeFi', 'DAO', 'Yield Farming']"
131,Livepeer,LPT,6.6052,190321657.35,46599344.67,28813799,https://coinmarketcap.com/currencies/livepeer/,https://coinmarketcap.com/currencies/livepeer/historical-data/,https://github.com/livepeer,"['Coinfund Portfolio', 'DCG Portfolio', 'Pantera Capital Portfolio']"
132,Holo,HOT,0.001089,187223432.7,7232514.60,171989009269,https://coinmarketcap.com/currencies/holo/,https://coinmarketcap.com/currencies/holo/historical-data/,https://github.com/holochain/holochain-rust,"['Platform', 'Distributed Computing', 'Filesharing']"
133,JUST,JST,0.02075,184678157.7,26282427.87,8902080000,https://coinmarketcap.com/currencies/just/,https://coinmarketcap.com/currencies/just/historical-data/,No GitHub Link,"['DeFi', 'TRON Ecosystem']"
134,STEPN,GMT,0.168,184504985.59,14461809.97,1098267251,https://coinmarketcap.com/currencies/green-metaverse-token/,https://coinmarketcap.com/currencies/green-metaverse-token/historical-data/,No GitHub Link,"['Collectibles & NFTs', 'Gaming', 'BNB Smart Chain']"
135,Balancer,BAL,3.4894,180660096.04,3011030.81,51773342,https://coinmarketcap.com/currencies/balancer/,https://coinmarketcap.com/currencies/balancer/historical-data/,https://github.com/balancer-labs,"['Decentralized Exchange (DEX) Token', 'DeFi', 'DAO']"
136,aelf,ELF,0.2885,179857321.91,6632930.42,623346585,https://coinmarketcap.com/currencies/aelf/,https://coinmarketcap.com/currencies/aelf/historical-data/,https://github.com/aelfProject,"['Marketplace', 'Enterprise Solutions', 'Arrington XRP Capital Portfolio']"
137,Fetch.ai,FET,0.2172,177921029.73,40368780.24,819234391,https://coinmarketcap.com/currencies/fetch/,https://coinmarketcap.com/currencies/fetch/historical-data/,https://github.com/fetchai,"['Cosmos Ecosystem', 'AI & Big Data', 'Collectibles & NFTs']"
138,Blur,BLUR,0.203,176961202.02,18453388.90,871655440,https://coinmarketcap.com/currencies/blur-token/,https://coinmarketcap.com/currencies/blur-token/historical-data/,No GitHub Link,['Collectibles & NFTs']
139,Waves,WAVES,1.5319,172051395.02,23640637.40,112314532,https://coinmarketcap.com/currencies/waves/,https://coinmarketcap.com/currencies/waves/historical-data/,https://github.com/wavesplatform/,"['LPoS', 'Platform', 'Smart Contracts']"
140,Golem,GLM,0.1708,170836389.63,2591329.18,1000000000,https://coinmarketcap.com/currencies/golem-network-tokens/,https://coinmarketcap.com/currencies/golem-network-tokens/historical-data/,https://github.com/golemfactory/golem,"['Platform', 'Distributed Computing', 'Payments']"
141,Aragon,ANT,4.2559,170362619.31,10616920.75,40029852,https://coinmarketcap.com/currencies/aragon/,https://coinmarketcap.com/currencies/aragon/historical-data/,No GitHub Link,"['Platform', 'Enterprise Solutions', 'DAO']"
142,Audius,AUDIO,0.1509,166961966.86,3482186.35,1106620023,https://coinmarketcap.com/currencies/audius/,https://coinmarketcap.com/currencies/audius/historical-data/,No GitHub Link,"['Music', 'DAO', 'Coinbase Ventures Portfolio']"
143,JasmyCoin,JASMY,0.003405,166499858.56,11715276.53,48899999999,https://coinmarketcap.com/currencies/jasmy/,https://coinmarketcap.com/currencies/jasmy/historical-data/,No GitHub Link,"['IoT', 'Ethereum Ecosystem', 'DWF Labs Portfolio']"
144,FLOKI,FLOKI,1.756e-05,165691080.08,9666843.90,9435132149429,https://coinmarketcap.com/currencies/floki-inu/,https://coinmarketcap.com/currencies/floki-inu/historical-data/,https://github.com/floki-inu,"['Gaming', 'Memes', 'Metaverse']"
145,Threshold,T,0.01847,165422273.7,3437076.95,8956248017,https://coinmarketcap.com/currencies/threshold/,https://coinmarketcap.com/currencies/threshold/historical-data/,https://github.com/threshold-network,['Bitcoin Ecosystem']
146,ICON,ICX,0.1695,163669478.54,2467118.41,965535827,https://coinmarketcap.com/currencies/icon/,https://coinmarketcap.com/currencies/icon/historical-data/,https://github.com/icon-project,"['Platform', 'Enterprise Solutions', 'Interoperability']"
147,Kusama,KSM,19.11,161905219.88,7737748.95,8470098,https://coinmarketcap.com/currencies/kusama/,https://coinmarketcap.com/currencies/kusama/historical-data/,https://github.com/kusamanetwork,"['Substrate', 'Polkadot Ecosystem', 'CMS Holdings Portfolio']"
148,Siacoin,SC,0.002925,160633077.22,3912022.89,54915892901,https://coinmarketcap.com/currencies/siacoin/,https://coinmarketcap.com/currencies/siacoin/historical-data/,https://github.com/SiaFoundation,"['Mineable', 'PoW', 'Blake2b']"
149,Worldcoin,WLD,1.2667,160653137.13,47733742.84,126831241,https://coinmarketcap.com/currencies/worldcoin-org/,https://coinmarketcap.com/currencies/worldcoin-org/historical-data/,https://github.com/worldcoin,"['Privacy', 'Zero Knowledge Proofs', 'Identity']"
150,Solar,SXP,0.2687,154613096.98,9004557.54,575508682,https://coinmarketcap.com/currencies/sxp/,https://coinmarketcap.com/currencies/sxp/historical-data/,https://github.com/Solar-network,"['Medium of Exchange', 'DeFi', 'Payments']"
151,Terra,LUNA,0.4205,150348361.81,17167568.40,357565717,https://coinmarketcap.com/currencies/terra-luna-v2/,https://coinmarketcap.com/currencies/terra-luna-v2/historical-data/,https://github.com/terra-money/core,['Alleged SEC Securities']
152,Illuvium,ILV,42.35,149283070.48,3898537.54,3525321,https://coinmarketcap.com/currencies/illuvium/,https://coinmarketcap.com/currencies/illuvium/historical-data/,No GitHub Link,"['Collectibles & NFTs', 'Gaming', 'DAO']"
153,Hive,HIVE,0.2929,146652257.01,2198305.99,500749243,https://coinmarketcap.com/currencies/hive-blockchain/,https://coinmarketcap.com/currencies/hive-blockchain/historical-data/,https://github.com/openhive-network/hive,"['DPoS', 'Media', 'Content Creation']"
154,0x Protocol,ZRX,0.1723,146000756.62,6772888.50,847496055,https://coinmarketcap.com/currencies/0x/,https://coinmarketcap.com/currencies/0x/historical-data/,https://github.com/0xProject,"['Platform', 'Decentralized Exchange (DEX) Token', 'DeFi']"
155,EthereumPoW,ETHW,1.327,143071341.96,3856402.04,107818999,https://coinmarketcap.com/currencies/ethereum-pow/,https://coinmarketcap.com/currencies/ethereum-pow/historical-data/,https://github.com/ethereumpow,['PoW']
156,Ontology,ONT,0.1629,142619354.22,4998608.02,875249524,https://coinmarketcap.com/currencies/ontology/,https://coinmarketcap.com/currencies/ontology/historical-data/,https://github.com/ontio,"['Enterprise Solutions', 'Identity', 'Metaverse']"
157,ssv.network,SSV,14.22,142196532.56,4338715.71,10000000,https://coinmarketcap.com/currencies/ssv-network/,https://coinmarketcap.com/currencies/ssv-network/historical-data/,https://github.com/bloxapp/ssv-web,[]
158,Moonbeam,GLMR,0.195,139493172.17,1301095.90,715412253,https://coinmarketcap.com/currencies/moonbeam/,https://coinmarketcap.com/currencies/moonbeam/historical-data/,https://github.com/PureStake/moonbeam,"['Smart Contracts', 'Substrate', 'Polkadot']"
159,IOST,IOST,0.00733,137136497.78,5983416.47,18708894189,https://coinmarketcap.com/currencies/iostoken/,https://coinmarketcap.com/currencies/iostoken/historical-data/,No GitHub Link,"['Hardware', 'IoT', 'Huobi Capital Portfolio']"
160,Band Protocol,BAND,1.0306,137400379.15,4171444.95,133318127,https://coinmarketcap.com/currencies/band-protocol/,https://coinmarketcap.com/currencies/band-protocol/historical-data/,https://github.com/bandprotocol,"['Cosmos Ecosystem', 'DeFi', 'Oracles']"
161,Biconomy,BICO,0.2116,136916378.8,1792345.42,647110632,https://coinmarketcap.com/currencies/biconomy/,https://coinmarketcap.com/currencies/biconomy/historical-data/,https://github.com/bcnmy,"['Platform', 'Interoperability', 'Coinbase Ventures Portfolio']"
162,Harmony,ONE,0.0101,136032462.42,6617847.60,13471510624,https://coinmarketcap.com/currencies/harmony/,https://coinmarketcap.com/currencies/harmony/historical-data/,https://github.com/harmony-one,"['Platform', 'Enterprise Solutions', 'Scaling']"
